Order ID,AWB Number,Total weight as per X (KG),Total weight as per Courier Company (KG),Weight slab charged by Courier Company (KG),Delivery Zone as per X,Delivery Zone charged by Courier Company,Expected Charge as per X (Rs.),Charges Billed by Courier Company (Rs.),Difference Between Expected Charges and Billed Charges (Rs.)
2001808801,1091117437680,0.113,0.8,1.5,b,d,33.0,90.2,-57.2
2001808801,1091117437680,0.21,0.8,1.5,b,d,33.0,90.2,-57.2
2001808801,1091117437680,0.21,0.8,1.5,b,d,33.0,90.2,-57.2
2001808102,1091117435005,0.115,1.28,1.5,d,d,45.4,135.0,-89.6
2001806251,1091117222146,0.115,1.27,1.5,d,d,45.4,135.0,-89.6
2001808102,1091117435005,0.13,1.28,1.5,d,d,45.4,135.0,-89.6
2001806251,1091117222146,0.13,1.27,1.5,d,d,45.4,135.0,-89.6
2001807976,1091117327496,0.12,0.7,1.5,d,d,45.4,172.8,-127.4
2001807328,1091117324346,0.49,2.28,1.5,b,d,33.0,224.6,-191.6
2001806567,1091117224902,0.16,1.16,1.5,d,d,45.4,135.0,-89.6
2001806567,1091117224902,0.15,1.16,1.5,d,d,45.4,135.0,-89.6
2001806408,1091117222931,0.552,2.5,1.5,d,d,45.4,224.6,-179.2
2001806232,1091117222124,0.137,1.3,1.5,d,d,45.4,135.0,-89.6
2001818390,1091120014461,0.121,0.8,2.0,e,e,56.6,213.5,-156.9
2001818390,1091120014461,0.24,0.8,2.0,e,e,56.6,213.5,-156.9
2001818390,1091120014461,0.12,0.8,2.0,e,e,56.6,213.5,-156.9
2001808295,1091117435661,0.115,0.2,2.0,e,e,56.6,107.3,-50.699999999999996
2001808295,1091117435661,0.13,0.2,2.0,e,e,56.6,107.3,-50.699999999999996
